// 道具出售價格，優先於item_db.txt的設定
// ID,Name,Jname,Price,Sell,Not_DC,Not_OC
1753,Steel_Arrow,鋼鐵箭矢,3,,,
1754,Crystal_Arrow,水靈箭矢,3,,,
1755,Arrow_of_Wind,風靈箭矢,3,,,
1756,Stone_Arrow,地靈箭矢,3,,,
1757,Immaterial_Arrow,無形箭矢,3,,,
1758,Stun_Arrow,昏迷箭矢,3,,,
1759,Freezing_Arrow,冰凍箭矢,3,,,
1760,Flash_Arrow,光芒箭矢,3,,,
1761,Curse_Arrow,詛咒箭矢,3,,,
1762,Rusty_Arrow,鐵鏽箭矢,3,,,
1763,Poison_Arrow,毒箭矢,3,,,
1764,Sharp_Arrow,銳利箭矢,3,,,
1765,Orideon_Arrow,神之金屬箭矢,3,,,
1766,Arrow_of_Counter_Evil,破魔箭矢,500,,,
1767,Arrow_of_Shadow,影子箭矢,3,,,
1768,Sleep_Arrow,睡眠箭矢,3,,,
1769,Mute_Arrow,寧靜箭矢,3,,,
1770,Iron_Arrow,鐵箭矢,3,,,
1801,Waghnak,虎爪拳套,8000,,,
1802,Waghnak,虎爪拳套,8000,,,
1803,Knuckle_Duster,鋼鐵拳套,25000,,,
1804,Knuckle_Duster,鋼鐵拳套,25000,,,
1805,Hora,賀勒拳套,32000,,,
1806,Hora,賀勒拳套,32000,,,
1807,Fist,昇龍拳套,53000,,,
1808,Fist,昇龍拳套,53000,,,
1809,Claw,龍爪拳套,55000,,,
1810,Claw,龍爪拳套,55000,,,
1811,Finger,鷹爪拳套,58000,,,
1812,Finger,鷹爪拳套,58000,,,
1813,Kaiser_Knuckle,風靈拳套,20,,,
1814,Berserk,秘拳套_閃光,20,,,
1901,Violin,小提琴,4000,,,
1902,Violin,小提琴,4000,,,
1903,Mandolin,曼陀林,18000,,,
1904,Mandolin,曼陀林,18000,,,
1905,Lute,魯特琴,24500,,,
1906,Lute,魯特琴,24500,,,
1907,Guitar,吉他,47000,,,
1908,Guitar,吉他,47000,,,
1909,Harp,豎琴,62000,,,
1910,Harp,豎琴,62000,,,
1911,Gumoongoh,焚鶴琴,54000,,,
1912,Gumoongoh,焚鶴琴,54000,,,
1950,Rope,鞭子,2500,,,
1951,Rope,鞭子,2500,,,
1952,Line,細長鞭子,12000,,,
1953,Line,細長鞭子,12000,,,
1954,Wire,鋼鐵鞭子,17500,,,
1955,Wire,鋼鐵鞭子,17500,,,
1956,Rante,流星鞭子,32000,,,
1957,Rante,流星鞭子,32000,,,
1958,Tail,幸運鞭子,41000,,,
1959,Tail,幸運鞭子,41000,,,
1960,Whip,瑪哪鞭子,38000,,,
1961,Whip,瑪哪鞭子,38000,,,
1962,Lariat,細刃鞭子,20,,,
1963,Rapture_Rose,毒鞭_薔薇,20,,,
1964,Chemeti,秘鞭_眷戀,20,,,
2101,Guard,鐵盾,500,,,
2102,Guard,鐵盾,500,,,
2103,Buckler,圓盾,14000,,,
2104,Buckler,圓盾,14000,,,
2105,Shield,鋼盾,56000,,,
2106,Shield,鋼盾,56000,,,
2107,Mirror_Shield,鏡盾,60000,,,
2108,Mirror_Shield,鏡盾,60000,,,
2109,Memory_Book,謊言紀錄本,,,,
2110,,聖耀之盾,,,,
2111,,大天使之盾,,,,
2112,,初學者鐵盾,,,,
2199,Ahura_Mazdah,圓盾,,,,
2201,Sunglasses,太陽眼鏡,5000,,,
2202,Sunglasses,太陽眼鏡,5000,,,
2203,Glasses,眼鏡,4000,,,
2204,Glasses,眼鏡,4000,,,
2205,Diver_Goggles,泳鏡,3500,,,
2206,Wedding_Veil,婚禮頭紗,23000,,,
2207,Fancy_Flower,花朵頭飾,20,,,
2208,Ribbon,紫蝶髮帶,800,,,
2209,Ribbon,紫蝶髮帶,800,,,
2210,Hair_Band,髮箍,500,,,
2211,Bandana,方頭巾,400,,,
2212,Eye_Patch,獨眼龍眼罩,1000,,,
2213,Kitty_Band,貓耳髮圈,20,,,
2214,Bunny_Band,兔耳髮圈,20,,,
2215,Flower_Band,花髮圈,20,,,
2216,Biretta,聖職之帽,9000,,,
2217,Biretta,聖職之帽,9000,,,
2218,Flu_Mask,口罩,300,,,
2219,Flu_Mask,口罩,300,,,
2220,Hat,漁夫帽,1000,,,
2221,Hat,漁夫帽,1000,,,
2222,Turban,圓帽,4500,,,
2223,Turban,圓帽,4500,,,
2224,Goggles,防風皮革眼鏡,10000,,,
2225,Goggles,防風皮革眼鏡,10000,,,
2226,Cap,無邊帽,12000,,,
2227,Cap,無邊帽,12000,,,
2228,Helm,金屬頭盔,44000,,,
2229,Helm,金屬頭盔,44000,,,
2230,Gemmed_Sallet,寶石頭盔,50000,,,
2231,Gemmed_Sallet,寶石頭盔,50000,,,
2232,Circlet,頭箍,7500,,,
2233,Circlet,頭箍,7500,,,
2234,Tiara,后冠,20,,,
2235,Crown,王冠,20,,,
2236,Santa_Hat,聖誕帽,20,,,
2237,Bandit_Beard,落腮胡,2,,,
2238,Moustache,鼻毛,2,,,
2239,Single_Glass,單眼眼鏡,10000,,,
2240,Beard,鬍鬚,2,,,
2241,Grampa_Beard,白鬍鬚,5000,,,
2242,Purple_Glasses,高級太陽眼鏡,24000,,,
2243,Geek_Glasses,旋轉眼鏡,20000,,,
2244,Big_Ribbon,紅蝶髮帶,15000,,,
2245,Sweet_Gent,紳士帽,15000,,,
2246,Golden_Gear,黃金帽,20,,,
2247,Romantic_Gent,回憶帽,15000,,,
2248,Western_Grace,牛仔帽,15000,,,
2249,Coronet,黃金冠冕,20,,,
2250,Cute_Ribbon,粉紗髮圈,500,,,
2251,Monk_Hat,神聖之帽,30000,,,
2252,Wizard_Hat,魔法帽,20,,,
2253,Sunflower,向日葵頭飾,20,,,
2254,Angel_Wing,天使髮圈,20,,,
2255,Evil_Wing,惡魔髮圈,20,,,
2256,Majestic_Goat,山羊頭盔,20,,,
2257,Snow_Horn,獸角頭飾,20,,,
2258,Spiky_Band,尖角髮圈,20,,,
2259,Mini_Propeller,竹蜻蜓髮圈,20,,,
2260,Mini_Glasses,迷你眼鏡,28000,,,
2261,Army_Cap,普隆德拉軍帽,20,,,
2262,Pierrot_Nose,小丑鼻子,20,,,
2263,Zoro_Masque,時髦眼罩,20,,,
2264,Munak_Hat,殭屍帽,20,,,
2265,Gangster_Mask,侍衛口罩,20,,,
2266,Iron_Cain,金屬口罩,20,,,
2267,Cigar,香菸,20,,,
2268,Pipe,煙斗,20,,,
2269,Romantic_Flower,花葉,20,,,
2270,Romantic_Leaf,草葉,20,,,
2271,Jack_a_Dandy,眼鏡頭飾,45000,,,
2272,Stop_Post,停止標誌頭飾,20,,,
2273,Doctor_Band,醫師髮箍,20,,,
2274,Ghost_Bandana,亡者髮箍,20,,,
2275,Red_Bandana,頭巾,20,,,
2276,Eagle_Eyes,大眼睛眼鏡,20,,,
2277,Nurse_Cap,護士帽,20,,,
2278,Mr._Smile,笑臉面具,8000,,,
2279,Bomb_Wick,火線頭飾,20,,,
2280,Sakkat,草帽,20,,,
2281,Opera_Masque,舞會面具,8000,,,
2282,Heaven_Ring,光環,20,,,
2283,Ear_Muffs,耳罩,20,,,
2284,Antler,鹿角頭飾,20,,,
2285,Apple_o'_Archer,蘋果頭飾,20,,,
2286,Elven_Ears,妖精長耳朵飾,20,,,
2287,Pirate_Bandana,海盜頭巾,20,,,
2288,Mr._Scream,整人面具,20,,,
2289,Poo_Poo_Hat,糞便帽,20,,,
2290,Funeral_Hat,葬禮帽,3000,,,
2291,Masquerade,蝴蝶假面,20,,,
2292,Welding_Mask,鋼鐵面具,20,,,
2293,Pretend_Murdered,戲劇頭盔,20,,,
2294,Stellar,星星髮夾,20,,,
2295,Blinker,眼罩,1500,,,
2296,Binoculars,望遠鏡,20,,,
2297,Goblini_Mask,哥布靈面具,20,,,
2298,Green_Feeler,觸角頭飾,20,,,
2299,Orc_Helm,獸人頭盔,20,,,
2301,Cotton_Shirts,棉襯衫,10,,,
2302,Cotton_Shirts,棉襯衫,10,,,
2303,Jacket,皮製外套,200,,,
2304,Jacket,皮製外套,200,,,
2305,Adventurer's_Suit,冒險衣,1000,,,
2306,Adventurer's_Suit,冒險衣,1000,,,
2307,Mantle,大衣,10000,,,
2308,Mantle,大衣,10000,,,
2309,Coat,長大衣,22000,,,
2310,Coat,長大衣,22000,,,
2311,Mink_Coat,毛皮大衣,50000,,,
2312,Padded_Armor,鐵製鎧甲,48000,,,
2313,Padded_Armor,鐵製鎧甲,48000,,,
2314,Chain_Mail,鋼鐵鎖子甲,65000,,,
2315,Chain_Mail,鋼鐵鎖子甲,65000,,,
2316,Full_Plate,鋼鐵鎧甲,80000,,,
2317,Full_Plate,鋼鐵鎧甲,80000,,,
2318,Lord's_Clothes,秘衣_美德,20,,,
2319,Glittering_Jacket,秘衣_惡德,20,,,
2320,Formal_Suit,西裝外套,20,,,
2321,Silk_Robe,絲質外袍,8000,,,
2322,Silk_Robe,絲質外袍,8000,,,
2323,Scapulare,聖職之袍,6500,,,
2324,Scapulare,聖職之袍,6500,,,
2325,Saint's_Robe,聖職之衣,54000,,,
2326,Saint's_Robe,聖職之衣,54000,,,
2327,Holy_Robe,天衣_月舞,20,,,
2328,Wooden_Mail,木製鎧甲,5500,,,
2329,Wooden_Mail,木製鎧甲,5500,,,
2330,Tights,緊身便衣,71000,,,
2331,Tights,緊身便衣,71000,,,
2332,Silver_Robe,秘銀之衣,7000,,,
2333,Silver_Robe,秘銀之衣,7000,,,
2334,Mage_Coat,魔法外套,20,,,
2335,Thief_Clothes,盜賊之衣,74000,,,
2336,Thief_Clothes,盜賊之衣,74000,,,
2337,Ninja_Suit,忍服_血櫻,20,,,
2338,Wedding_Dress,結婚禮服,43000,,,
2339,Pantie,三角褲,1000,,,
2340,,初學者胸鎧,,,,
2341,,秘銀金屬鎧甲,,,,
2342,,秘銀金屬鎧甲,,,,
2343,,創作者外袍,,,,
2344,,火鱗鎧甲,,,,
2345,,火鱗鎧甲,,,,
2346,,水鱗鎧甲,,,,
2347,,水鱗鎧甲,,,,
2348,,風鱗鎧甲,,,,
2349,,風鱗鎧甲,,,,
2350,,地鱗鎧甲,,,,
2351,,地鱗鎧甲,,,,
2352,,初學者忍者斗篷,,,,
2401,Sandals,輕便鞋,400,,,
2402,Sandals,輕便鞋,400,,,
2403,Shoes,長靴,3500,,,
2404,Shoes,長靴,3500,,,
2405,Boots,戰士長靴,18000,,,
2406,Boots,戰士長靴,18000,,,
2407,Crystal_Pumps,玻璃鞋,20,,,
2408,Ball'n'Chain,腳鍊,5000,,,
2409,Highheels,抗魔鞋,8500,,,
2410,Sleipnir,史雷普尼爾之靴,,,,
2411,,重靴,,,,
2412,,重靴,,,,
2413,,安全鞋,,,,
2414,,初學者海灘鞋,,,,
2501,Hood,連帽披肩,1000,,,
2502,Hood,連帽披肩,1000,,,
2503,Muffler,披肩,5000,,,
2504,Muffler,披肩,5000,,,
2505,Manteau,斗篷,32000,,,
2506,Manteau,斗篷,32000,,,
2507,Cape_of_Old_Marquess,伯爵斗篷,20,,,
2508,Ragamuffin_Manteau,抗魔斗篷,20,,,
2509,,生存斗篷,,,,
2510,,初學者陰險披肩,,,,
2601,Ring,力量戒指,30000,,,
2602,Earring,智力耳環,30000,,,
2603,Necklace,體力項鏈,30000,,,
2604,Glove,防禦手套,30000,,,
2605,Brooch,敏捷別針,30000,,,
2607,Clip,髮夾,30000,,,
2608,Rosary,幸運珠鏈,15000,,,
2609,Skull_Ring,骷髏戒指,10000,,,
2610,Gold_Ring,金戒指,30000,,,
2611,Silver_Ring,銀戒指,20000,,,
2612,Flower_Ring,花戒指,1500,,,
2613,Diamond_Ring,鑽石戒指,45000,,,
2614,Eye_of_Dullahan,永恆戒指,90000,,,
2615,Safety_Ring,防禦戒指,75000,,,
2616,Critical_Ring,潛能戒指,75000,,,
2617,Celebrant's Mitten,智慧手套,20,,,
2618,Matyr's_Leash,黑狐頸鏈,20,,,
2619,Bow_Thimble,神射手套,30000,,,
2620,Rogue's_Treasure,怪盜戒指,30000,,,
2621,Ring,力量戒指,30000,,,
2622,Earring,智力耳環,30000,,,
2623,Necklace,體力項鏈,30000,,,
2624,Glove,防禦手套,30000,,,
2625,Brooch,敏捷別針,30000,,,
2626,Rosary,幸運珠鏈,15000,,,
2627,Belt,皮帶,20000,,,
2628,Novce_Armlet,初學者手鐲,400,,,
2629,Megingjard,雷神腰帶,,,,
2630,Brisingamen,女神頸鏈,,,,
2631,,RO_3周年戒指,,,,
4001,Poring_Card,波利卡片,20,,,
4002,Fabre_Card,綠棉蟲卡片,20,,,
4003,Pupa_Card,蟲蛹卡片,20,,,
4004,Drops_Card,土波利卡片,20,,,
4005,Santa_Poring_Card,聖誕波利卡片,20,,,
4006,Lunatic_Card,瘋兔卡片,20,,,
4007,Pecopeco_Egg_Card,大嘴鳥蛋卡片,20,,,
4008,Picky_Card,小雞卡片,20,,,
4009,Chonchon_Card,蒼蠅卡片,20,,,
4010,Willow_Card,樹精卡片,20,,,
4011,Picky_Egg_Card,蛋殼小雞卡片,20,,,
4012,Thiefbug_Egg_Card,盜蟲卵卡片,20,,,
4013,Andre_Egg_Card,蟻卵卡片,20,,,
4014,Roda_Frog_Card,羅達蛙卡片,20,,,
4015,Condor_Card,禿鷹卡片,20,,,
4016,Thief_Bug_Card,盜蟲卡片,20,,,
4017,Savage_Bebe_Card,小野豬卡片,20,,,
4018,Andre_Larva_Card,白蟻幼蟲卡片,20,,,
4019,Hornet_Card,蜂兵卡片,20,,,
4020,Familiar_Card,吸血蝙蝠卡片,20,,,
4021,Rocker_Card,搖滾蝗蟲卡片,20,,,
4022,Spore_Card,魔菇卡片,20,,,
4023,Baby_Desertwolf_Card,沙漠幼狼卡片,20,,,
4024,Plankton_Card,漂浮蟲卡片,20,,,
4025,Skeleton_Card,邪骸戰士卡片,20,,,
4026,Female_Thiefbug_Card,浮勒盜蟲卡片,20,,,
4027,Kukre_Card,庫克雷卡片,20,,,
4028,Tarou_Card,白鼠卡片,20,,,
4029,Wolf_Card,狼卡片,20,,,
4030,Mandragora_Card,曼陀蘿魔花卡片,20,,,
4031,Pecopeco_Card,大嘴鳥卡片,20,,,
4032,Ambernite_Card,蝸牛卡片,20,,,
4033,PoPoring_Card,波波利卡片,20,,,
4034,Wormtail_Card,森靈卡片,20,,,
4035,Hydra_Card,海葵卡片,20,,,
4036,Muka_Card,摩卡卡片,20,,,
4037,Snake_Card,青蛇卡片,20,,,
4038,Zombie_Card,腐屍卡片,20,,,
4039,Stainer_Card,瓢蟲卡片,20,,,
4040,Creamy_Card,克瑞米卡片,20,,,
4041,Coco_Card,松鼠卡片,20,,,
4042,Steel_Chonchon_Card,綠蒼蠅卡片,20,,,
4043,Andre_Card,白蟻卡片,20,,,
4044,Smokie_Card,狸貓卡片,20,,,
4045,Horn_Card,鍬形蟲卡片,20,,,
4046,Martin_Card,土撥鼠卡片,20,,,
4047,Ghostring_Card,幽靈波利卡片,20,,,
4048,Poison_Spore_Card,毒魔菇卡片,20,,,
4049,Vadon_Card,螃蟹卡片,20,,,
4050,Male_Thiefbug_Card,瑪勒盜蟲卡片,20,,,
4051,Yoyo_Card,溜溜猴卡片,20,,,
4052,Elder_Willow_Card,長老樹精卡片,20,,,
4053,Vitata_Card,黑蟻卡片,20,,,
4054,Angelring_Card,天使波利卡片,20,,,
4055,Marina_Card,水母卡片,20,,,
4056,Dustiness_Card,獵蠅卡片,20,,,
4057,Metaller_Card,重金屬蝗蟲卡片,20,,,
4058,Thara_Frog_Card,突變蛙卡片,20,,,
4059,Soldier_Andre_Card,戰蟻卡片,20,,,
4060,Goblin_Card,哥布靈卡片,20,,,
4061,Cornutus_Card,卡那多斯卡片,20,,,
4062,Anacondaq_Card,黃蛇卡片,20,,,
4063,Caramel_Card,刺蝟蟲卡片,20,,,
4064,Zerom_Card,傑洛米卡片,20,,,
4065,Kaho_Card,卡浩卡片,20,,,
4066,Orc_Worrier_Card,獸人戰士卡片,20,,,
4067,Megalodon_Card,邪骸食人魚卡片,20,,,
4068,Scorpion_Card,蠍子卡片,20,,,
4069,Drainliar_Card,紅蝙蝠卡片,20,,,
4070,Eggyra_Card,轉轉蛋卡片,20,,,
4071,Orc_Zombie_Card,獸人腐屍卡片,20,,,
4072,Golem_Card,巨石怪卡片,20,,,
4073,Pirate_Skel_Card,邪骸海盜卡片,20,,,
4074,Bigfoot_Card,大腳熊卡片,20,,,
4075,Argos_Card,艾斯蜘蛛卡片,20,,,
4076,Magnolia_Card,魔鍋蛋卡片,20,,,
4077,Phen_Card,劍魚卡片,20,,,
4078,Savage_Card,野豬卡片,20,,,
4079,Mantis_Card,螳螂卡片,20,,,
4080,Flora_Card,噬人花卡片,20,,,
4081,Hode_Card,蚯蚓卡片,20,,,
4082,Desert_Wolf_Card,沙漠之狼卡片,20,,,
4083,Rafflesia_Card,草精卡片,20,,,
4084,Marine_Sphere_Card,氣泡蟲卡片,20,,,
4085,Orc_Skeleton_Card,邪骸獸人卡片,20,,,
4086,Soldier_Skeleton_Card,邪骸士兵卡片,20,,,
4087,Giearth_Card,基爾瑟卡片,20,,,
4088,Frilldora_Card,傘蜥卡片,20,,,
4089,Swordfish_Card,異變魚卡片,20,,,
4090,Munak_Card,殭屍卡片,20,,,
4091,Cobold_Card,犬妖卡片,20,,,
4092,Skel_Worker_Card,邪骸礦工卡片,20,,,
4093,Obeaune_Card,人魚卡片,20,,,
4094,Archer_Skeleton_Card,邪骸弓箭手卡片,20,,,
4095,Mars_Card,烏賊卡片,20,,,
4096,Zenorc_Card,茲諾克卡片,20,,,
4097,Matyr_Card,黑狐卡片,20,,,
4098,Dokkaebi_Card,土人卡片,20,,,
4099,Pasana_Card,帕莎納卡片,20,,,
4100,Sohee_Card,鬼女卡片,20,,,
4101,Sandman_Card,泥人卡片,20,,,
4102,Whisper_Card,白幽靈卡片,20,,,
4103,Horong_Card,鬼火卡片,20,,,
4104,Requiem_Card,諾可伊卡片,20,,,
4105,Marc_Card,馬克卡片,20,,,
4106,Mummy_Card,木乃伊卡片,20,,,
4107,Verit_Card,木乃伊犬卡片,20,,,
4108,Mist_Card,麥斯特卡片,20,,,
4109,Zakk_Card,南瓜先生卡片,20,,,
4110,Ghoul_Card,綠腐屍卡片,20,,,
4111,Strouf_Card,海神卡片,20,,,
4112,Marduk_Card,馬爾杜克卡片,20,,,
4113,Marionette_Card,傀儡娃娃卡片,20,,,
4114,Argiope_Card,艾吉歐蜈蚣卡片,20,,,
4115,Hunter_Fly_Card,赤蒼蠅卡片,20,,,
4116,Isis_Card,蛇女伊絲卡片,20,,,
4117,Sidewinder_Card,黑蛇卡片,20,,,
4118,Petite_Card,畢帝特地龍卡片,20,,,
4119,Bathory_Card,巫婆卡片,20,,,
4120,Petite_Card,畢帝特飛龍卡片,20,,,
4121,Phreeoni_Card,皮里恩卡片,20,,,
4122,Deviruchi_Card,小惡魔卡片,20,,,
4123,Eddga_Card,虎王卡片,20,,,
4124,Medusa_Card,米杜沙卡片,20,,,
4125,Deviace_Card,狄奧斯卡片,20,,,
4126,Minorous_Card,米洛斯卡片,20,,,
4127,Nightmare_Card,夢魘卡片,20,,,
4128,Golden_Thiefbug_Card,黃金蟲卡片,20,,,
4129,Bapho_Jr._Card,小巴風特卡片,20,,,
4130,Scorpion_King_Card,蠍子之王卡片,20,,,
4131,Moonlight_Flower_Card,月夜貓卡片,20,,,
4132,Mistress_Card,蜂后卡片,20,,,
4133,Raydric_Card,幽靈劍士卡片,20,,,
4134,Dracula_Card,德古拉伯爵_卡片,20,,,
4135,Orc_Lord_Card,獸人酋長卡片,20,,,
4136,Khalitzburg_Card,卡利斯格卡片,20,,,
4137,Drake_Card,海盜之王卡片,20,,,
4138,Anubis_Card,安畢斯卡片,20,,,
4139,Joker_Card,裘卡卡片,20,,,
4140,Abysmal_Knight_Card,深淵騎士卡片,20,,,
4141,Evil_Druid_Card,闇神官卡片,20,,,
4142,Doppelganger_Card,死靈卡片,20,,,
4143,Orc_Hero_Card,獸人英雄卡片,20,,,
4144,Osiris_Card,俄塞里斯卡片,20,,,
4145,Berzebub_Card,貝雷傑卡片,20,,,
4146,Maya_Card,蟻后卡片,20,,,
4147,Baphomet_Card,巴風特卡片,20,,,
4148,Pharaoh_Card,法老王卡片,20,,,
5001,Headset,耳機,20,,,
5002,Jewel_Crown,首領冠冕,20,,,
5003,Joker_Jester,小丑帽,20,,,
5004,Oxygen_Mask,氧氣罩,20,,,
5005,Gas_Mask,防毒面具,20,,,
5006,Machoman's_Glasses,頹廢眼鏡,36000,,,
5007,Grand_Circlet,領導者頭箍,20,,,
5008,Puppy_Love,花冠,20,,,
5009,Safety_Helmet,安全帽,20,,,
5010,Indian_Fillet,印地安髮箍,20,,,
5011,Aerial,天線頭飾,20,,,
5012,Ph.D_Hat,學士帽,20,,,
5013,Lord_Kaho's_Horn,卡浩之角,20,,,
5014,Fin_Helm,劍士頭盔,20,,,
5015,Egg_Shell,蛋殼帽,20,,,
5016,Boys_Cap,學生帽,20,,,
5017,Bone_Helm,骨製頭盔,20,,,
5018,Feather_Bonnet,羽毛帽,20,,,
5019,Corsair,海盜船長帽,20,,,
5020,Kafra_Band,卡普拉髮圈,20,,,
5021,Money_Loser's_Grief,破產之哀,,,,
5022,Hat_of_the_Sun_God,太陽神頭盔,,,,
5023,Parcel_Hat,包袱帽,,,,
5024,Cake_Hat,蛋糕帽,,,,
5025,Helm_of_Angel,天使頭盔,,,,
5026,Chef_Hat,廚師帽,,,,
5027,Mage_Hat,魔法師帽,,,,
5028,Candle,蠟燭頭飾,,,,
5029,Spore_Hat,魔菇帽,,,,
5030,Panda_Hat,熊貓帽,,,,
5031,Mine_Hat,礦坑安全帽,,,,
5032,Sunday_Hat,出遊帽子,,,,
5033,Raccon_Hat,貍貓帽,,,,
5034,Bulb_Band,燈泡髮圈,,,,
5035,Poring_Hat,波利帽,,,,
5036,Cross_Hat,十字架髮圈,,,,
5037,Nut_Shell,水果皮帽,,,,
5038,Hat_of_Petite_Diablo,小惡魔帽,,,,
5039,Ranbow_Eggshell,藍白蛋殼帽,,,,
5040,Blush,紅暈,,,,
5041,Heart_Hairpin,愛心髮夾,,,,
5042,Bao_Bao,丸子頭飾,,,,
5043,Phantom_of_Opera,歌劇之魂假面,,,,
5044,Wing_of_Diablo,惡魔之翼,,,,
5045,Magician_Hat,魔術師帽,,,,
5046,Bongun_Hat,妖道帽,,,,
5047,Fashionable_Glasses,時尚太陽眼鏡,,,,
5048,Cresent_Hairpin,上弦月髮夾,,,,
5049,Stripe_Hairband,條紋髮帶,,,,
5050,Wonder_Nutshell,神秘的水果皮帽,,,,
5051,Bell_of_Pussycat,貓貓鈴鐺,,,,
5052,Blue_Hairband,藍色髮帶,,,,
5053,Sphinx_Hat,人面獅身帽,,,,
5054,,刺客口罩,,,,
5055,,初學者蛋殼帽,,,,
7001,Mould_Powder,黴菌粉末,680,,,
7002,Ogre_Tooth,獸人之牙,658,,,
7003,Anolian_Skin,虎蜥皮,928,,,
7004,Mud_Lump,泥團,876,,,
7005,Skull,骷髏頭,1294,,,
7006,Wing_of_Red_Bat,紅色蝙蝠翅膀,168,,,
7007,Claw_of_Rat,巨鼠指甲,748,,,
7008,Stiff_Horn,鋼硬之角,636,,,
7009,Glitter_Shell,彩色外皮,528,,,
7010,Tail_of_Steel_Scorpion,鐵蠍尾巴,548,,,
7011,Claw_of_Monkey,猴子指甲,466,,,
7012,Tough_Scalelike_Stem,強韌鱗梗,412,,,
7013,Coral_Reef,珊瑚,772,,,
7014,Old_Portrait,破舊畫像,1500,,,
7015,Bookclip_in_Memory,回憶書籤,3000,,,
7016,Spoon_Stub,老舊湯匙,2500,,,
7017,Executioner's_Mitten,行刑者手套,4500,,,
7018,Young_Twig,小樹枝,50,,,
7019,Loki's_Whispers,傲慢之像,20,,,
7020,Mother's_Nightmare,惡夢之石,20,,,
7021,Foolishness_of_the_Blind,盲人之證,20,,,
7022,Old_Hilt,老舊劍柄,150,,,
7023,Blade_Lost_in_Darkness,斷柄之刀,12000,,,
7024,Bloody_Edge,血染之刀,10000,,,
7025,Lucifer's_Lament,魔王之眼淚,30000,,,
7026,Key_of_Clock_Tower,鐘塔之鑰,0,,,
7027,Key_of_Underground,鐘塔鑰匙,0,,,
7028,Invite_for_Duel,參賽券,0,,,
7029,Admission_for_Duel,觀賞券,0,,,
7030,Claw_of_Desert_Wolf,沙漠之狼之指甲,208,,,
7031,Old_Frying_Pan,破舊平底鍋,196,,,
7032,Piece_of_Egg_Shell,蛋殼碎片,168,,,
7033,Poison_Spore,毒魔菇芽孢,114,,,
7034,Red_Socks_with_Holes,破洞聖誕襪,100,,,
7035,Matchstick,火柴,200,,,
7036,Fang_of_Hatii,卡崙之牙,350,,,
7037,Coupon,優惠券,2000,,,
7038,Yarn,毛線,,,,
7039,Newbie_Tag,初學者名片,,,,
7040,Megaphone,擴音器,,,,
7041,Fine_Grit,黃晶沙的一角,,,,
7042,Leather_Bag_of_Infinity,神奇皮革袋子,,,,
7043,Fine_Sand,黃晶沙,,,,
7044,Vigorgra,加油藥水,,,,
7045,Magic_Paint,魔術油漆,,,,
7046,Cart_Parts,手推車組件,,,,
7047,Alice's_Apron,愛麗絲的圍裙,,,,
7048,Talon_of_Griffon,獅鷲獸的指甲,,,,
7049,Stone,石頭,,,,
7050,Cotton_Mat,蓆子,,,,
7051,Silk_Mat,絲綢蓆子,,,,
7052,Wasted_Magazine,廢棄雜誌,,,,
7053,Cyfar,賽依伐,,,,
7054,Brigan,布里刊,,,,
7055,Animal_Poop,動物糞便,,,,
7056,Payment_Statement_for_Kafra_Employee,卡普拉薪資明細表,,,,
7057,Gjallar,角笛,,,,
7058,Gleipnir,魔法鐵鏈,,,,
7059,Free_Ticket_for_Kafra_Storage,卡普拉倉庫_免費利用券,,,,
7060,Free_Ticket_for_Kafra_Transportation,卡普拉傳送點_免費利用券,,,,
7061,Free_Ticket_for_the_Cart_Service,卡普拉手推車_免費利用券,,,,
7062,Broken_Turtle_Shell,烏龜背殼,,,,
7063,Soft_Feather,柔軟的羽毛,,,,
7064,Wing_of_Dragonfly,蜻蜓的翅膀,,,,
7065,Sea-otter_Fur,海獺的皮革,,,,
7066,Ice_Cubic,冰塊一角,,,,
7067,Stone_Fragment,石頭一角,,,,
7068,Burnt_Tree,燃燒一半的木材,,,,
7069,Destroyed_Armor,破裂的鎧甲一角,,,,
7070,Broken_Shell,破裂的硬殼,,,,
7071,Tattered_Clothes,破爛爛的衣服,,,,
7072,Old_Shuriken,鏽的飛鏢,,,,
7073,Freyja's_Jewel,菲力亞寶石,,,,
7074,Thor's_Guntlet,拖爾的鐵手套,,,,
7075,Iron_Maiden,拷問器具,,,,
7076,Wheel_of_the_Unknown,未知的鋸齒輪子,,,,
7077,Silver_Ornament,銀飾品,,,,
7078,Wrath_of_Valkyrie,巴基力的憤怒,,,,
7079,Feather_of_Angel_Wing,天使翅膀羽毛,,,,
7080,Tread_of_Cat,貓腳步聲音,,,,
7081,Woman's_Moustache,女人的鬍鬚,,,,
7082,Root_of_Stone,石頭的根,,,,
7083,Spirit_of_Fish,魚的靈魂,,,,
7084,Sputum_of_Bird,鳥的口水,,,,
7085,Sinew_of_Bear,熊的筋,,,,
7086,Amblem_of_the_Sun_God,太陽神的象徵,,,,
7087,Breath_of_Spirit,靈魂的呼吸聲音,,,,
7088,Snow_Crystal,雪的結晶,,,,
7089,Omen_of_Tempest,爆風雨的徵兆,,,,
7090,Ripple,安靜的水波,,,,
7091,Billow,海浪雕像,,,,
7092,Drifting_Air,空氣雕像,,,,
7093,,齒輪,,,,
7094,,未知的碎片,,,,
7095,,金屬破片,,,,
7096,,凝固的岩漿,,,,
7097,,燃燒的心臟,,,,
7098,,火種,,,,
