//npc_monster.txt¢IAthena 2006/05/31 19:42:58 (JST)

//ª±¨ã¤ÀÃþ³õ(xmas_dun02.gat)
//xmas_dun02.gat,0,0,0,0	monster	²¢»æ¤H	1246,20,0,0,0
//xmas_dun02.gat,0,0,0,0	monster	ª±¨ã¤h§L	1248,35,0,0,0
//xmas_dun02.gat,0,0,0,0	monster	¨¸´cÂ§²°	1249,50,0,0,0
//xmas_dun02.gat,0,0,0,0	monster	¦B¼ÉÃM¤h	1251,1,3600000,1800000,0
//xmas_dun02.gat,0,0,0,0	monster	ºñ»æ¤H	1265,20,0,0,0
//xmas_dun02.gat,0,0,0,0	monster	¥d­ÛÄ_Ä_	1515,1,1800000,900000,0

//ª±¨ã¤u¼t­Ü®w(xmas_dun01.gat)
//xmas_dun01.gat,0,0,0,0	monster	ªi§Q	1002,10,0,0,0
//xmas_dun01.gat,0,0,0,0	monster	ªiªi§Q	1031,20,0,0,0
//xmas_dun01.gat,0,0,0,0	monster	ªi§Q¤§¤ý	1090,1,1800000,900000,0
moc_fild05.gat,0,0,0,0	monster	Å]Áç³J	1138,50,0,0,0
moc_fild05.gat,0,0,0,0	monster	¤uÃÆ	1160,10,0,0,0

//Ä¬§J©Ô¯S ¨Fºz 06(moc_fild06.gat)
moc_fild06.gat,0,0,0,0	monster	¨rÆN	1009,50,0,0,0
moc_fild06.gat,0,0,0,0	monster	¤j¼L³¾	1019,70,0,0,0
moc_fild06.gat,0,0,0,0	monster	¼¯¥d	1055,30,0,0,0
moc_fild06.gat,193,203,10,10	monster	¶À¯ó	1081,10,900000,450000,1
moc_fild06.gat,0,0,0,0	monster	¥ÕÃÆ	1095,5,0,0,0
moc_fild06.gat,0,0,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,10,0,0,0
moc_fild06.gat,0,0,0,0	monster	§LÃÆ	1105,5,0,0,0
moc_fild06.gat,0,0,0,0	monster	Å]Áç³J	1138,10,0,0,0
moc_fild06.gat,0,0,0,0	monster	¤uÃÆ	1160,5,0,0,0

//Ä¬§J©Ô¯S ¨Fºz 07(moc_fild07.gat)
moc_fild07.gat,0,0,0,0	monster	¤j¼L³¾³J	1047,50,0,0,0
moc_fild07.gat,0,0,0,0	monster	¤pÂû	1049,30,0,0,0
moc_fild07.gat,0,0,0,0	monster	³J´ß¤pÂû	1050,30,0,0,0
moc_fild07.gat,162,333,12,12	monster	¶À¯ó	1081,5,360000,180000,1
moc_fild07.gat,0,0,0,0	monster	¤gªi§Q	1113,70,0,0,0

//Ä¬§J©Ô¯S ¨Fºz 08(moc_fild08.gat)
moc_fild08.gat,0,0,0,0	monster	ÃÈ¤l	1001,80,0,0,0
moc_fild08.gat,0,0,0,0	monster	¬r³D	1030,30,0,0,0
moc_fild08.gat,0,0,0,0	monster	¨Fºz¤§¯T	1106,40,0,0,0
moc_fild08.gat,0,0,0,0	monster	¨Fºz¥®¯T	1107,20,0,0,0
moc_fild08.gat,0,0,0,0	monster	¤gªi§Q	1113,20,0,0,0
moc_fild08.gat,0,0,0,0	monster	Å]Áç³J	1138,30,0,0,0

//Ä¬§J©Ô¯S ¨Fºz 09(moc_fild09.gat)
moc_fild09.gat,0,0,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,20,0,0,0
moc_fild09.gat,0,0,0,0	monster	­«ª÷ÄÝ½ÀÂÎ	1058,70,0,0,0
moc_fild09.gat,240,313,5,5	monster	¶À¯ó	1081,2,180000,90000,1
moc_fild09.gat,305,62,5,5	monster	¶À¯ó	1081,2,180000,90000,1
moc_fild09.gat,332,341,5,5	monster	¶À¯ó	1081,2,180000,90000,1
moc_fild09.gat,54,325,5,5	monster	¶À¯ó	1081,2,180000,90000,1
moc_fild09.gat,64,78,5,5	monster	¶À¯ó	1081,2,180000,90000,1
moc_fild09.gat,0,0,0,0	monster	¥ÕÃÆ	1095,5,0,0,0
moc_fild09.gat,0,0,0,0	monster	§LÃÆ	1105,5,0,0,0
moc_fild09.gat,0,0,0,0	monster	¨Fºz¤§¯T	1106,10,0,0,0
moc_fild09.gat,0,0,0,0	monster	³Ê»h	1119,6,0,0,0
moc_fild09.gat,0,0,0,0	monster	Å]Áç³J	1138,50,0,0,0
moc_fild09.gat,0,0,0,0	monster	¤uÃÆ	1160,5,0,0,0

//Ä¬§J©Ô¯S ¨Fºz 10(moc_fild10.gat)
moc_fild10.gat,0,0,0,0	monster	¤j¼L³¾³J	1047,70,0,0,0
moc_fild10.gat,0,0,0,0	monster	¤pÂû	1049,50,0,0,0
moc_fild10.gat,0,0,0,0	monster	³J´ß¤pÂû	1050,50,0,0,0
moc_fild10.gat,198,150,40,30	monster	ºñ¯ó	1080,5,180000,90000,1
moc_fild10.gat,198,150,40,30	monster	¶À¯ó	1081,10,180000,90000,1
moc_fild10.gat,0,0,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,10,0,0,0
moc_fild10.gat,0,0,0,0	monster	¤gªi§Q	1113,30,0,0,0
moc_fild10.gat,0,0,0,0	monster	Å]Áç³J	1138,1,0,0,0

//Ä¬§J©Ô¯S ¨Fºz 11(moc_fild11.gat)
moc_fild11.gat,0,0,0,0	monster	¥¨¥Û©Ç	1040,70,0,0,0
moc_fild11.gat,0,0,0,0	monster	¼¯¥d	1055,20,0,0,0
moc_fild11.gat,197,216,0,0	monster	¥ú¨~¯ó	1083,1,1800000,900000,1
moc_fild11.gat,0,0,0,0	monster	¥ÕÃÆ	1095,10,60000,30000,0
moc_fild11.gat,0,0,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,10,0,0,0
moc_fild11.gat,0,0,0,0	monster	§LÃÆ	1105,10,60000,30000,0
moc_fild11.gat,0,0,0,0	monster	³L°C	1127,10,0,0,0
moc_fild11.gat,0,0,0,0	monster	Å]Áç³J	1138,20,0,0,0
moc_fild11.gat,0,0,0,0	monster	¤uÃÆ	1160,10,60000,30000,0

//Ä¬§J©Ô¯S ¨Fºz 12(moc_fild12.gat)
moc_fild12.gat,0,0,0,0	monster	¤j¼L³¾³J	1047,35,0,0,0
moc_fild12.gat,0,0,0,0	monster	¤pÂû	1049,50,0,0,0
moc_fild12.gat,0,0,0,0	monster	³J´ß¤pÂû	1050,50,0,0,0
moc_fild12.gat,181,336,40,20	monster	¶À¯ó	1081,10,180000,90000,1
moc_fild12.gat,0,0,0,0	monster	¤gªi§Q	1113,35,0,0,0

//Ä¬§J©Ô¯S ¨Fºz 13(moc_fild13.gat)
moc_fild13.gat,0,0,0,0	monster	«C³D	1025,25,0,0,0
moc_fild13.gat,0,0,0,0	monster	¬r³D	1030,60,0,0,0
moc_fild13.gat,0,0,0,0	monster	ªiªi§Q	1031,20,0,0,0
moc_fild13.gat,0,0,0,0	monster	¶Â³D	1037,40,0,0,0
moc_fild13.gat,101,185,5,5	monster	¶À¯ó	1081,3,180000,90000,1
moc_fild13.gat,101,297,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild13.gat,106,258,5,5	monster	¶À¯ó	1081,3,180000,90000,1
moc_fild13.gat,108,150,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild13.gat,109,168,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild13.gat,161,273,5,5	monster	¶À¯ó	1081,3,180000,90000,1
moc_fild13.gat,84,329,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild13.gat,89,92,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild13.gat,93,301,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild13.gat,264,136,0,0	monster	¬õÛ£	1085,1,180000,90000,1
moc_fild13.gat,264,64,0,0	monster	¬õÛ£	1085,1,180000,90000,1
moc_fild13.gat,265,197,0,0	monster	¬õÛ£	1085,1,180000,90000,1
moc_fild13.gat,266,289,0,0	monster	¬õÛ£	1085,1,180000,90000,1
moc_fild13.gat,280,99,0,0	monster	¬õÛ£	1085,1,180000,90000,1
moc_fild13.gat,281,333,0,0	monster	¬õÛ£	1085,1,180000,90000,1
moc_fild13.gat,282,155,0,0	monster	¬õÛ£	1085,1,180000,90000,1
moc_fild13.gat,284,227,0,0	monster	¬õÛ£	1085,1,180000,90000,1
moc_fild13.gat,295,358,0,0	monster	¬õÛ£	1085,1,180000,90000,1
moc_fild13.gat,304,244,0,0	monster	¬õÛ£	1085,1,180000,90000,1
moc_fild13.gat,304,333,0,0	monster	¬õÛ£	1085,1,180000,90000,1
moc_fild13.gat,305,91,0,0	monster	¬õÛ£	1085,1,180000,90000,1
moc_fild13.gat,307,307,0,0	monster	¬õÛ£	1085,1,180000,90000,1
moc_fild13.gat,0,0,0,0	monster	¤gªi§Q	1113,20,0,0,0

//Ä¬§J©Ô¯S ¨Fºz 14(moc_fild14.gat)
moc_fild14.gat,0,0,0,0	monster	¶Â³D	1037,40,0,0,0
moc_fild14.gat,149,333,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild14.gat,160,366,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild14.gat,165,282,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild14.gat,64,342,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild14.gat,85,271,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild14.gat,124,93,5,5	monster	¥ú¨~¯ó	1083,1,1800000,900000,1
moc_fild14.gat,0,0,0,0	monster	¨Fºz¤§¯T	1106,80,0,0,0
moc_fild14.gat,0,0,0,0	monster	¨Fºz¥®¯T	1107,10,0,0,0
moc_fild14.gat,0,0,0,0	monster	Å]Áç³J	1138,25,0,0,0

//Ä¬§J©Ô¯S ¨Fºz 15(moc_fild15.gat)
moc_fild15.gat,0,0,0,0	monster	ÃÈ¤l	1001,10,0,0,0
moc_fild15.gat,104,347,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild15.gat,158,144,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild15.gat,195,373,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild15.gat,232,126,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild15.gat,294,74,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild15.gat,341,164,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild15.gat,341,365,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild15.gat,353,230,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild15.gat,370,85,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild15.gat,40,126,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild15.gat,46,250,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild15.gat,57,39,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild15.gat,0,0,0,0	monster	¨Fºz¤§¯T	1106,10,0,0,0
moc_fild15.gat,0,0,0,0	monster	³L°C	1127,30,0,0,0
moc_fild15.gat,0,0,0,0	monster	Å]Áç³J	1138,25,0,0,0
moc_fild15.gat,0,0,0,0	monster	¥Ö¨½®¦	1159,1,7200000,3600000,0
moc_fild15.gat,0,0,0,0	monster	¥ÕÃÆ	1095,40,0,0,0
moc_fild15.gat,0,0,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,10,0,0,0

//Ä¬§J©Ô¯S ¨Fºz 16(moc_fild16.gat)
moc_fild16.gat,0,0,0,0	monster	¥ÕÃÆ	1095,10,0,0,0
moc_fild16.gat,0,0,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,10,0,0,0
moc_fild16.gat,0,0,0,0	monster	§LÃÆ	1105,20,0,0,0
moc_fild16.gat,0,0,0,0	monster	³L°C	1127,30,0,0,0
moc_fild16.gat,0,0,0,0	monster	Å]Áç³J	1138,25,0,0,0
moc_fild16.gat,0,0,0,0	monster	ªd¤H	1165,70,0,0,0

//Ä¬§J©Ô¯S ¨Fºz 17(moc_fild17.gat)
moc_fild17.gat,0,0,0,0	monster	ºñ»aÃÇ	1042,30,0,0,0
moc_fild17.gat,270,106,0,0	monster	ÂÅ¯ó	1079,1,180000,90000,1
moc_fild17.gat,144,151,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild17.gat,243,138,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild17.gat,335,191,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild17.gat,347,224,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild17.gat,359,258,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild17.gat,40,258,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild17.gat,0,0,0,0	monster	¥ÕÃÆ	1095,10,0,0,0
moc_fild17.gat,0,0,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,10,0,0,0
moc_fild17.gat,0,0,0,0	monster	³Ê»h	1119,15,60000,30000,0
moc_fild17.gat,0,0,0,0	monster	³L°C	1127,70,0,0,0
moc_fild17.gat,0,0,0,0	monster	Å]Áç³J	1138,10,0,0,0
moc_fild17.gat,0,0,0,0	monster	¤uÃÆ	1160,20,0,0,0
moc_fild17.gat,0,0,0,0	monster	ªd¤H	1165,5,0,0,0
moc_fild17.gat,0,0,0,0	monster	§LÃÆ	1105,20,0,0,0

//Ä¬§J©Ô¯S ¨Fºz 18(moc_fild18.gat)
moc_fild18.gat,0,0,0,0	monster	»aÃÇ	1011,40,0,0,0
moc_fild18.gat,0,0,0,0	monster	ºñ»aÃÇ	1042,70,0,0,0
moc_fild18.gat,0,0,0,0	monster	¼¯¥d	1055,40,0,0,0
moc_fild18.gat,0,0,0,0	monster	­«ª÷ÄÝ½ÀÂÎ	1058,10,0,0,0
moc_fild18.gat,119,285,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild18.gat,135,119,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild18.gat,143,352,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild18.gat,230,144,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild18.gat,325,207,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild18.gat,325,272,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild18.gat,71,210,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild18.gat,72,333,0,0	monster	¶À¯ó	1081,1,180000,90000,1
moc_fild18.gat,0,0,0,0	monster	ºñÀsÃÇ	1091,1,3600000,1800000,0
moc_fild18.gat,0,0,0,0	monster	¥ÕÃÆ	1095,5,0,0,0
moc_fild18.gat,0,0,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,5,0,0,0
moc_fild18.gat,0,0,0,0	monster	§LÃÆ	1105,5,0,0,0
moc_fild18.gat,0,0,0,0	monster	Å]Áç³J	1138,25,0,0,0
moc_fild18.gat,0,0,0,0	monster	¤uÃÆ	1160,5,0,0,0
moc_fild18.gat,0,0,0,0	monster	¨ª»aÃÇ	1035,1,3600000,1800000,0

//´´´­ ¾ðªL 01(pay_fild01.gat)
pay_fild01.gat,0,0,0,0	monster	ªi§Q	1002,60,0,0,0
pay_fild01.gat,0,0,0,0	monster	¾ðºë	1010,50,0,0,0
pay_fild01.gat,0,0,0,0	monster	Å]Û£	1014,20,0,0,0
pay_fild01.gat,0,0,0,0	monster	ªiªi§Q	1031,10,0,0,0
pay_fild01.gat,0,0,0,0	monster	ºñ¯ó	1080,5,180000,90000,1
pay_fild01.gat,129,288,0,0	monster	¶ÂÛ£	1084,1,180000,90000,1
pay_fild01.gat,215,323,0,0	monster	¶ÂÛ£	1084,1,180000,90000,1
pay_fild01.gat,225,310,0,0	monster	¶ÂÛ£	1084,1,180000,90000,1
pay_fild01.gat,231,258,0,0	monster	¶ÂÛ£	1084,1,180000,90000,1
pay_fild01.gat,336,116,0,0	monster	¶ÂÛ£	1084,1,180000,90000,1
pay_fild01.gat,340,89,0,0	monster	¶ÂÛ£	1084,1,180000,90000,1
pay_fild01.gat,340,89,0,0	monster	¶ÂÛ£	1084,1,180000,90000,1
pay_fild01.gat,57,85,0,0	monster	¶ÂÛ£	1084,1,180000,90000,1
pay_fild01.gat,64,113,0,0	monster	¶ÂÛ£	1084,1,180000,90000,1
pay_fild01.gat,64,190,0,0	monster	¶ÂÛ£	1084,1,180000,90000,1
pay_fild01.gat,70,246,0,0	monster	¶ÂÛ£	1084,1,180000,90000,1
pay_fild01.gat,75,269,0,0	monster	¶ÂÛ£	1084,1,180000,90000,1
pay_fild01.gat,80,226,0,0	monster	¶ÂÛ£	1084,1,180000,90000,1
pay_fild01.gat,89,177,0,0	monster	¶ÂÛ£	1084,1,180000,90000,1
pay_fild01.gat,95,85,0,0	monster	¶ÂÛ£	1084,1,180000,90000,1

//´´´­ ¾ðªL 02(pay_fild02.gat)
pay_fild02.gat,0,0,0,0	monster	¯T	1013,70,0,0,0
pay_fild02.gat,0,0,0,0	monster	Å]Û£	1014,20,0,0,0
pay_fild02.gat,0,0,0,0	monster	«C³D	1025,50,0,0,0
pay_fild02.gat,0,0,0,0	monster	ªiªi§Q	1031,30,0,0,0
pay_fild02.gat,105,256,10,10	monster	ºñ¯ó	1080,4,360000,180000,1
pay_fild02.gat,105,256,10,10	monster	¬õÛ£	1085,4,360000,180000,1

//´´´­ ¾ðªL 03(pay_fild03.gat)
pay_fild03.gat,0,0,0,0	monster	ªi§Q	1002,30,0,0,0
pay_fild03.gat,0,0,0,0	monster	ÂÎ¸º	1008,50,0,0,0
pay_fild03.gat,0,0,0,0	monster	¾ðºë	1010,30,0,0,0
pay_fild03.gat,0,0,0,0	monster	ºÆ¨ß	1063,50,0,0,0
pay_fild03.gat,372,64,15,15	monster	ºñ¯ó	1080,4,180000,90000,1
pay_fild03.gat,153,216,10,10	monster	¬õÛ£	1085,6,900000,450000,1

//´´´­ ¾ðªL 04(pay_fild04.gat)
pay_fild04.gat,0,0,0,0	monster	ªi§Q	1002,50,0,0,0
pay_fild04.gat,0,0,0,0	monster	ªiªi§Q	1031,50,0,0,0
pay_fild04.gat,254,193,10,10	monster	ºñ¯ó	1080,5,360000,180000,1
pay_fild04.gat,346,335,5,5	monster	¥ú¨~¯ó	1083,1,1800000,900000,1
pay_fild04.gat,0,0,0,0	monster	ªi§Q¤§¤ý	1090,1,1800000,900000,1
pay_fild04.gat,0,0,0,0	monster	¤Ñ¨Ïªi§Q	1096,1,3600000,1800000,1
pay_fild04.gat,0,0,0,0	monster	¤gªi§Q	1113,50,0,0,0
pay_fild04.gat,0,0,0,0	monster	«ÕÆFªi§Q	1120,1,3600000,1800000,1
pay_fild04.gat,0,0,0,0	monster	¦Bªi§Q	1242,10,0,0,0
pay_fild04.gat,0,0,0,0	monster	´cÅ]ªi§Q	1582,1,3600000,1800000,0

//´´´­ ¾ðªL 05(pay_fild05.gat)
pay_fild05.gat,0,0,0,0	monster	ªiªi§Q	1031,50,0,0,0
pay_fild05.gat,0,0,0,0	monster	¬rÅ]Û£	1077,70,0,0,0
pay_fild05.gat,86,90,5,5	monster	ºñ¯ó	1080,4,900000,450000,1
pay_fild05.gat,95,147,5,5	monster	ºñ¯ó	1080,4,900000,450000,1
pay_fild05.gat,0,0,0,0	monster	¨ë§À»f¸»	1321,1,0,0,0

//´´´­ ¾ðªL 06(pay_fild06.gat)
pay_fild06.gat,0,0,0,0	monster	Å]Û£	1014,40,0,0,0
pay_fild06.gat,0,0,0,0	monster	´ËÆF	1024,100,0,0,0
pay_fild06.gat,0,0,0,0	monster	ªiªi§Q	1031,20,0,0,0
pay_fild06.gat,0,0,0,0	monster	¯B°ÇµsÂÎ	1053,40,0,0,0
pay_fild06.gat,268,155,20,20	monster	ºñ¯ó	1080,10,360000,180000,1
pay_fild06.gat,268,155,20,20	monster	¥ú¨~¯ó	1083,1,1800000,900000,1
pay_fild06.gat,211,191,2,10	monster	¬õÛ£	1085,8,180000,90000,1

//´´´­ ¾ðªL 07(pay_fild07.gat)
pay_fild07.gat,0,0,0,0	monster	¾ðºë	1010,20,0,0,0
pay_fild07.gat,0,0,0,0	monster	ªø¦Ñ¾ðºë	1033,70,0,0,0
pay_fild07.gat,0,0,0,0	monster	¤j¸}ºµ	1060,30,0,0,0
pay_fild07.gat,171,331,20,20	monster	ºñ¯ó	1080,8,900000,450000,1
pay_fild07.gat,0,0,0,0	monster	ÂàÂà³J	1116,40,0,0,0
pay_fild07.gat,0,0,0,0	monster	ªiªi§Q	1031,20,0,0,0

//´´´­ ¾ðªL 08(pay_fild08.gat)
pay_fild08.gat,0,0,0,0	monster	ªi§Q	1002,30,0,0,0
pay_fild08.gat,0,0,0,0	monster	ÂÎ¸º	1008,20,0,0,0
pay_fild08.gat,0,0,0,0	monster	¾ðºë	1010,70,0,0,0
pay_fild08.gat,0,0,0,0	monster	Å]Û£	1014,50,0,0,0
pay_fild08.gat,0,0,0,0	monster	ºñ¯ó	1080,10,60000,30000,1
pay_fild08.gat,143,156,40,40	monster	¥ú¨~¯ó	1083,1,3600000,1800000,1

//´´´­ ¾ðªL 09(pay_fild09.gat)
pay_fild09.gat,0,0,0,0	monster	Å]Û£	1014,20,0,0,0
pay_fild09.gat,0,0,0,0	monster	´ËÆF	1024,20,0,0,0
pay_fild09.gat,0,0,0,0	monster	«C³D	1025,30,0,0,0
pay_fild09.gat,0,0,0,0	monster	ªiªi§Q	1031,20,0,0,0
pay_fild09.gat,0,0,0,0	monster	»©¿ß	1056,50,0,0,0
pay_fild09.gat,0,0,0,0	monster	¤j¸}ºµ	1060,65,0,0,0
pay_fild09.gat,198,217,30,30	monster	ºñ¯ó	1080,10,360000,180000,0
pay_fild09.gat,198,217,30,30	monster	¥ú¨~¯ó	1083,1,1800000,900000,1
pay_fild09.gat,0,0,0,0	monster	°­¤k	1170,5,0,0,0
pay_fild09.gat,0,0,0,0	monster	¨¸Àe®ö¤H	1208,1,3600000,1800000,0

//´´´­ ¾ðªL 10(pay_fild10.gat)
pay_fild10.gat,0,0,0,0	monster	ªiªi§Q	1031,30,0,0,0
pay_fild10.gat,0,0,0,0	monster	¬rÅ]Û£	1077,20,0,0,0
pay_fild10.gat,213,157,10,10	monster	ÂÅ¯ó	1079,1,360000,180000,1
pay_fild10.gat,281,307,10,10	monster	ÂÅ¯ó	1079,1,360000,180000,1
pay_fild10.gat,66,332,10,10	monster	ÂÅ¯ó	1079,1,360000,180000,1
pay_fild10.gat,213,157,10,10	monster	ºñ¯ó	1080,5,360000,180000,1
pay_fild10.gat,281,307,10,10	monster	ºñ¯ó	1080,5,360000,180000,1
pay_fild10.gat,66,332,10,10	monster	ºñ¯ó	1080,5,360000,180000,1
pay_fild10.gat,0,0,0,0	monster	°­¤õ	1129,40,0,0,0
pay_fild10.gat,0,0,0,0	monster	¤E§Àª°	1180,1,0,0,0
pay_fild10.gat,0,0,0,0	monster	¤E§Àª°	1180,2,600000,300000,1
pay_fild10.gat,0,0,0,0	monster	±N­xÅ]¸O	1277,65,0,0,0

//´´´­ ¾ðªL 11(pay_fild11.gat)
pay_fild11.gat,0,0,0,0	monster	ªiªi§Q	1031,20,0,0,0
pay_fild11.gat,0,0,0,0	monster	ªø¦Ñ¾ðºë	1033,10,0,0,0
pay_fild11.gat,0,0,0,0	monster	¬rÅ]Û£	1077,40,0,0,0
pay_fild11.gat,241,162,5,5	monster	¬õÛ£	1085,3,360000,180000,1
pay_fild11.gat,66,293,5,5	monster	¬õÛ£	1085,3,360000,180000,1
pay_fild11.gat,0,0,0,0	monster	ªê¤ý	1115,1,7200000,3600000,1
pay_fild11.gat,0,0,0,0	monster	°­¤õ	1129,50,0,0,0
pay_fild11.gat,0,0,0,0	monster	±N­xÅ]¸O	1277,30,0,0,0
pay_fild11.gat,0,0,0,0	monster	¨ë§À»f¸»	1321,10,0,0,0

//ªì¤ßªÌ ­×½m³õ(new_1-3.gat)
new_1-3.gat,0,0,0,0	monster	ºñ´ÖÂÎ	1184,5,0,0,0
new_1-3.gat,0,0,0,0	monster	ªi§Q	1002,10,0,0,0
new_1-3.gat,0,0,0,0	monster	»aÃÇ	1011,10,0,0,0
new_1-3.gat,0,0,0,0	monster	ºÆ¨ß	1063,10,0,0,0
new_1-3.gat,0,0,0,0	monster	¤gªi§Q	1113,10,0,0,0

//¿ÂÃÆ ¦aº» ±K¥Þ B1F(anthell01.gat)
anthell01.gat,0,0,0,0	monster	§l¦å½¿½»	1005,10,0,0,0
anthell01.gat,0,0,0,0	monster	¥ÕÃÆ	1095,45,0,0,0
anthell01.gat,100,121,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,101,121,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,102,121,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,102,121,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,103,120,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,103,121,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,104,120,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,104,122,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,104,123,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,105,124,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,28,262,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,28,263,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,28,264,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,28,265,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,28,266,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,29,186,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,29,262,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,29,263,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,29,264,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,29,265,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,29,266,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,30,187,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,30,190,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,30,195,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,30,198,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,30,261,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,30,262,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,30,263,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,30,264,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,30,265,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,31,186,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
